driverId,predicted_position,start_position,position,grid
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,6,1
1,2,1,6,1
1,2,1,5,1
1,2,1,5,1
1,2,1,5,1
1,2,1,5,1
1,2,1,4,1
1,2,1,4,1
1,2,1,4,1
1,2,1,4,1
1,2,1,3,1
1,2,1,3,1
1,2,1,3,1
1,2,1,3,1
1,2,1,2,1
1,2,1,2,1
1,2,1,2,1
1,2,1,3,1
1,2,1,2,1
1,2,1,2,1
1,2,1,2,1
1,2,1,2,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
1,2,1,1,1
20,3,2,3,2
20,3,2,3,2
20,3,2,3,2
20,3,2,5,2
20,3,2,5,2
20,3,2,5,2
20,3,2,5,2
20,3,2,5,2
20,3,2,5,2
20,3,2,5,2
20,3,2,5,2
20,3,2,5,2
20,3,2,5,2
20,3,2,5,2
20,3,2,5,2
20,3,2,5,2
20,3,2,5,2
20,3,2,4,2
20,3,2,4,2
20,3,2,3,2
20,3,2,3,2
20,3,2,3,2
20,3,2,3,2
20,3,2,3,2
20,3,2,3,2
20,3,2,8,2
20,3,2,8,2
20,3,2,7,2
20,3,2,6,2
20,3,2,6,2
20,3,2,6,2
20,3,2,6,2
20,3,2,6,2
20,3,2,6,2
20,3,2,6,2
20,3,2,6,2
20,3,2,5,2
20,3,2,5,2
20,3,2,5,2
20,3,2,5,2
20,3,2,5,2
20,3,2,6,2
20,3,2,6,2
20,3,2,6,2
20,3,2,6,2
20,3,2,6,2
20,3,2,6,2
20,3,2,6,2
20,3,2,7,2
20,3,2,7,2
20,3,2,7,2
20,3,2,6,2
20,3,2,6,2
20,3,2,6,2
20,3,2,6,2
20,3,2,6,2
20,3,2,6,2
20,3,2,6,2
20,3,2,6,2
20,3,2,6,2
20,3,2,6,2
20,3,2,6,2
20,3,2,6,2
20,3,2,6,2
20,3,2,6,2
822,9,3,2,3
822,9,3,2,3
822,9,3,2,3
822,9,3,2,3
822,9,3,2,3
822,9,3,2,3
822,9,3,2,3
822,9,3,2,3
822,9,3,2,3
822,9,3,3,3
822,9,3,3,3
822,9,3,3,3
822,9,3,3,3
822,9,3,3,3
822,9,3,3,3
822,9,3,3,3
822,9,3,3,3
822,9,3,9,3
822,9,3,9,3
822,9,3,8,3
822,9,3,8,3
822,9,3,8,3
822,9,3,8,3
822,9,3,8,3
822,9,3,7,3
822,9,3,6,3
822,9,3,6,3
